"","period","month","day","year","treatment","plot","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","note5"
"1",118,1,23,1988,"control",22,11,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,45,"7931",NA,NA
"2",118,1,23,1988,"exclosure",19,11,"RM","M","Z",NA,NA,NA,NA,NA,NA,17,11,"7168",NA,NA
"3",118,1,23,1988,"control",12,11,"DO","M",NA,NA,"R",NA,NA,NA,NA,37,57,"7145",NA,NA
"4",118,1,23,1988,"exclosure",20,12,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,39,"7691",NA,NA
"5",118,1,23,1988,"exclosure",20,13,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,8,"7933",NA,NA
"6",118,1,23,1988,"control",22,14,"RM","F","Z",NA,NA,NA,NA,NA,NA,15,9,"7930",NA,NA
"7",118,1,23,1988,"exclosure",18,15,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,38,"7643",NA,NA
"10",118,1,23,1988,"exclosure",6,17,"DM","M",NA,NA,"S",NA,NA,NA,NA,34,45,"6505",NA,NA
"11",118,1,23,1988,"exclosure",20,22,"RM","F","Z",NA,NA,NA,NA,NA,NA,16,10,"7800",NA,NA
"13",118,1,23,1988,"exclosure",21,23,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,9,"7932",NA,NA
"14",118,1,23,1988,"exclosure",21,27,"RM","M","Z",NA,NA,NA,NA,NA,NA,17,9,"7797",NA,NA
"16",118,1,23,1988,"exclosure",20,27,"DO","F","Z",NA,NA,NA,NA,NA,NA,NA,48,"7162",NA,NA
"17",118,1,23,1988,"exclosure",6,27,"DO","M",NA,NA,"S",NA,NA,NA,NA,35,48,"7007",NA,NA
"18",118,1,23,1988,"exclosure",21,32,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,12,"7163",NA,NA
"19",118,1,23,1988,"control",12,32,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,9,"7902",NA,NA
"20",118,1,23,1988,"exclosure",18,33,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,45,"7582",NA,NA
"21",118,1,23,1988,"exclosure",21,34,"RM","M","Z",NA,NA,NA,NA,NA,NA,15,9,"8000100d",NA,NA
"22",118,1,23,1988,"control",12,34,"RM","F","Z",NA,NA,NA,NA,NA,NA,15,9,"7903",NA,NA
"23",118,1,23,1988,"control",14,35,"RM","F","Z",NA,NA,NA,NA,NA,NA,17,11,"7941",NA,NA
"25",118,1,23,1988,"exclosure",6,37,"PE","M","Z",NA,NA,NA,NA,NA,NA,22,24,"7901",NA,NA
"26",118,1,23,1988,"control",17,37,"RM","F","Z",NA,NA,NA,NA,NA,NA,17,10,"7794",NA,NA
"27",118,1,23,1988,"control",22,41,"DM","M",NA,NA,"R",NA,NA,NA,NA,37,46,"7516",NA,NA
"28",118,1,23,1988,"exclosure",6,42,"DO","M",NA,NA,"R",NA,NA,NA,NA,35,53,"7501",NA,NA
"29",118,1,23,1988,"exclosure",18,43,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,41,"7075102d",NA,NA
"32",118,1,23,1988,"exclosure",19,46,"RM","M","Z",NA,NA,NA,NA,NA,NA,17,11,"7996",NA,NA
"33",118,1,23,1988,"exclosure",6,51,"DO","M",NA,NA,"R",NA,NA,NA,NA,37,49,"6314",NA,NA
"34",118,1,23,1988,"exclosure",18,51,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,40,"7953",NA,NA
"35",118,1,23,1988,"exclosure",19,52,"RM","F","Z",NA,NA,NA,NA,NA,NA,17,13,"7957",NA,NA
"36",118,1,23,1988,"exclosure",20,52,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,43,"7548",NA,NA
"37",118,1,23,1988,"control",22,53,"DS","F","Z",NA,NA,NA,NA,NA,NA,51,144,"7605103d",NA,NA
"38",118,1,23,1988,"exclosure",21,55,"RM","F","Z",NA,NA,NA,NA,NA,NA,16,9,"7752",NA,NA
"39",118,1,23,1988,"exclosure",21,57,"RM","F","Z",NA,NA,NA,NA,NA,NA,17,10,"7798",NA,NA
"40",118,1,23,1988,"exclosure",6,57,"DO","F","Z",NA,NA,NA,NA,NA,NA,36,50,"7185",NA,NA
"41",118,1,23,1988,"exclosure",18,57,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,38,"7577",NA,NA
"42",118,1,23,1988,"exclosure",18,65,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,9,"7925",NA,NA
"43",118,1,23,1988,"exclosure",19,67,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,8,"7929",NA,NA
"48",118,1,23,1988,"control",22,74,"PE","F","Z",NA,NA,NA,NA,NA,NA,22,24,"7160",NA,NA
"49",118,1,23,1988,"exclosure",19,74,"PM","M","Z",NA,NA,NA,NA,NA,NA,22,23,"7142",NA,NA
"53",118,1,23,1988,"exclosure",19,76,"PM","F","Z",NA,NA,NA,NA,NA,NA,21,15,"7928",NA,NA
"55",118,1,23,1988,"control",17,76,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,27,"7038",NA,NA
"56",118,1,23,1988,"exclosure",19,77,"RM","F","Z",NA,NA,NA,NA,NA,NA,16,8,"7796",NA,NA
"57",118,1,23,1988,"exclosure",6,77,"PM","M","Z",NA,NA,NA,NA,NA,NA,21,20,"7795",NA,NA
"58",118,1,23,1988,"control",12,77,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,35,"7894",NA,NA
"59",118,1,23,1988,"control",17,77,"PE","M","Z",NA,NA,NA,NA,NA,NA,22,22,"7956",NA,NA
"60",118,1,23,1988,"exclosure",18,77,"DO","M","Z",NA,NA,NA,NA,NA,NA,35,50,"7922",NA,NA
"62",118,1,24,1988,"control",2,12,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,38,"7789",NA,NA
"65",118,1,24,1988,"control",8,22,"DO","M",NA,NA,"S",NA,NA,NA,NA,37,53,"6826",NA,NA
"67",118,1,24,1988,"control",2,24,"DM","M",NA,NA,"R",NA,NA,NA,NA,34,47,"6172",NA,NA
"69",118,1,24,1988,"control",11,27,"SH","F","Z",NA,NA,NA,NA,NA,NA,27,51,"7921",NA,NA
"72",118,1,24,1988,"exclosure",15,33,"NA","F",NA,NA,NA,NA,NA,"E",NA,32,198,"7539",NA,NA
"74",118,1,24,1988,"exclosure",3,35,"RM","F","Z",NA,NA,NA,NA,NA,NA,17,13,"7949",NA,NA
"75",118,1,24,1988,"control",11,36,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,45,"7531106d",NA,NA
"76",118,1,24,1988,"exclosure",15,36,"RM","M","Z",NA,NA,NA,NA,NA,NA,17,9,"7971",NA,NA
"77",118,1,24,1988,"control",11,37,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,39,"7981107d",NA,NA
"80",118,1,24,1988,"control",8,43,"DM","M","Z",NA,NA,NA,NA,NA,NA,34,47,"7173",NA,NA
"81",118,1,24,1988,"control",2,45,"PE","M","Z",NA,NA,NA,NA,NA,NA,21,22,"7670",NA,NA
"82",118,1,24,1988,"control",2,46,"OL","M","Z",NA,NA,NA,NA,NA,NA,21,34,"7989",NA,NA
"83",118,1,24,1988,"control",2,47,"PE","M","Z",NA,NA,NA,NA,NA,NA,19,22,"7177",NA,NA
"89",118,1,24,1988,"exclosure",13,57,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,45,"5588",NA,NA
"90",118,1,24,1988,"control",8,61,"DO","F",NA,NA,NA,"S",NA,NA,NA,37,56,"7784",NA,NA
"91",118,1,24,1988,"exclosure",13,61,"NA","M",NA,NA,"S",NA,NA,NA,NA,35,162,"7141",NA,NA
"92",118,1,24,1988,"exclosure",3,61,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,40,"7781",NA,NA
"96",118,1,24,1988,"exclosure",13,67,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,40,"7020",NA,NA
"98",118,1,24,1988,"control",4,71,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,43,"7625",NA,NA
"100",118,1,24,1988,"exclosure",13,71,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,39,"7637",NA,NA
"101",118,1,24,1988,"control",4,72,"DS","M",NA,NA,"S",NA,NA,NA,NA,53,136,"6895",NA,NA
"102",118,1,24,1988,"control",2,73,"PE","M","Z",NA,NA,NA,NA,NA,NA,22,24,"7987",NA,NA
"103",118,1,24,1988,"exclosure",3,73,"OT","M","Z",NA,NA,NA,NA,NA,NA,23,24,"7793",NA,NA
"109",118,1,24,1988,"exclosure",15,77,"RM","F","Z",NA,NA,NA,NA,NA,NA,16,9,"7918",NA,NA
"110",119,2,21,1988,"exclosure",21,11,"RM","F","Z",NA,NA,NA,NA,NA,NA,17,10,"7910",NA,NA
"111",119,2,21,1988,"exclosure",21,11,"RM","M","Z",NA,NA,NA,NA,NA,NA,17,9,"8000100d",NA,NA
"112",119,2,21,1988,"control",22,11,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,44,"7516",NA,NA
"113",119,2,21,1988,"exclosure",20,12,"PE","M",NA,NA,"M",NA,NA,NA,NA,21,23,"7956",NA,NA
"117",119,2,21,1988,"control",22,17,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,9,"7529",NA,NA
"118",119,2,21,1988,"control",12,17,"OT","M",NA,NA,"S",NA,NA,NA,NA,20,21,"7775",NA,NA
"119",119,2,21,1988,"exclosure",21,21,"RM","F","Z",NA,NA,NA,NA,NA,NA,16,8,"7798",NA,NA
"120",119,2,21,1988,"exclosure",6,22,"PM","M","Z",NA,NA,NA,NA,NA,NA,21,20,"7795",NA,NA
"122",119,2,21,1988,"control",12,23,"DO","M",NA,NA,"S",NA,NA,NA,NA,37,49,"7553",NA,NA
"124",119,2,21,1988,"exclosure",19,27,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,9,"7168",NA,NA
"127",119,2,21,1988,"exclosure",21,32,"RM","M","Z",NA,NA,NA,NA,NA,NA,17,12,"142",NA,NA
"128",119,2,21,1988,"exclosure",6,33,"OL","M","Z",NA,NA,NA,NA,NA,NA,20,33,"7776",NA,NA
"129",119,2,21,1988,"control",12,33,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,9,"7902",NA,NA
"130",119,2,21,1988,"exclosure",20,34,"DO","M",NA,NA,"S",NA,NA,NA,NA,36,49,"7913",NA,NA
"131",119,2,21,1988,"exclosure",19,36,"PM","M",NA,NA,"S",NA,NA,NA,NA,21,24,"7142",NA,NA
"132",119,2,21,1988,"exclosure",6,37,"PE","M","Z",NA,NA,NA,NA,NA,NA,22,23,"7901",NA,NA
"133",119,2,21,1988,"control",12,42,"DO","M",NA,NA,"S",NA,NA,NA,NA,37,58,"7145",NA,NA
"135",119,2,21,1988,"exclosure",18,43,"DM","F",NA,NA,NA,"S",NA,NA,NA,36,40,"7643",NA,NA
"136",119,2,21,1988,"exclosure",20,44,"DO","F","Z",NA,NA,NA,NA,NA,NA,37,53,"7911",NA,NA
"141",119,2,21,1988,"exclosure",19,53,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,8,"7929",NA,NA
"143",119,2,21,1988,"control",22,54,"DS","F","Z",NA,NA,NA,NA,NA,NA,52,140,"7605103d",NA,NA
"144",119,2,21,1988,"exclosure",6,55,"DO","F",NA,NA,NA,NA,NA,"E",NA,37,51,"7768",NA,NA
"145",119,2,21,1988,"exclosure",19,56,"RF","F","Z",NA,NA,NA,NA,NA,NA,17,11,"7957",NA,NA
"146",119,2,21,1988,"exclosure",6,56,"DO","M",NA,NA,"S",NA,NA,NA,NA,37,50,"7769",NA,NA
"147",119,2,21,1988,"control",17,56,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,9,"7993",NA,NA
"148",119,2,21,1988,"control",17,57,"RM","F","Z",NA,NA,NA,NA,NA,NA,16,10,"7794",NA,NA
"149",119,2,21,1988,"exclosure",19,65,"PM","F",NA,NA,NA,NA,NA,"E",NA,21,20,"7928",NA,NA
"150",119,2,21,1988,"exclosure",19,67,"RM","F","Z",NA,NA,NA,NA,NA,NA,16,8,"7796",NA,NA
"151",119,2,21,1988,"exclosure",6,67,"DO","M",NA,NA,"S",NA,NA,NA,NA,36,48,"7766",NA,NA
"152",119,2,21,1988,"control",12,67,"DM","F",NA,NA,NA,"S",NA,NA,NA,36,34,"7994",NA,NA
"155",119,2,21,1988,"control",17,73,"OT","M",NA,NA,"S",NA,NA,NA,NA,20,27,"7038",NA,NA
"160",119,2,22,1988,"exclosure",13,11,"PE","F","Z",NA,NA,NA,NA,NA,NA,21,18,"7765",NA,NA
"161",119,2,22,1988,"exclosure",3,11,"SH","F","Z",NA,NA,NA,NA,NA,NA,30,57,"7923",NA,NA
"163",119,2,22,1988,"control",8,12,"DM","F",NA,NA,NA,"S",NA,NA,NA,36,42,"7062",NA,NA
"164",119,2,22,1988,"exclosure",3,13,"OT","M",NA,NA,"S",NA,NA,NA,NA,20,27,"7179",NA,NA
"165",119,2,22,1988,"control",2,13,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,45,"7180",NA,NA
"166",119,2,22,1988,"control",8,14,"DM","M",NA,NA,"M",NA,NA,NA,NA,36,40,"7173",NA,NA
"169",119,2,22,1988,"exclosure",15,15,"NA","F",NA,NA,NA,NA,NA,"E",NA,33,186,"7539",NA,NA
"172",119,2,22,1988,"control",2,21,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,38,"7789",NA,NA
"174",119,2,22,1988,"control",2,22,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,42,"6582",NA,NA
"176",119,2,22,1988,"exclosure",15,24,"PE","M",NA,NA,"M",NA,NA,NA,NA,21,24,"7026",NA,NA
"179",119,2,22,1988,"control",11,26,"SH","F","Z",NA,NA,NA,NA,NA,NA,NA,51,"7921",NA,NA
"182",119,2,22,1988,"exclosure",13,31,"PE","M","Z",NA,NA,NA,NA,NA,NA,21,25,"7156",NA,NA
"183",119,2,22,1988,"control",2,31,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,48,"6172",NA,NA
"184",119,2,22,1988,"control",8,32,"DO","F","Z",NA,NA,NA,NA,NA,NA,36,44,"7762",NA,NA
"186",119,2,22,1988,"exclosure",3,33,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,10,"7178",NA,NA
"189",119,2,22,1988,"control",11,37,"DM","F",NA,NA,NA,"S",NA,NA,NA,36,35,"7981107d",NA,NA
"190",119,2,22,1988,"exclosure",13,41,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,9,"7772",NA,NA
"192",119,2,22,1988,"exclosure",3,43,"RM","F","Z",NA,NA,NA,NA,NA,NA,16,10,"7949",NA,NA
"193",119,2,22,1988,"control",11,45,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,44,"7531106d",NA,NA
"198",119,2,22,1988,"exclosure",15,61,"RM","F","Z",NA,NA,NA,NA,NA,NA,16,9,"7764",NA,NA
"201",119,2,22,1988,"exclosure",3,65,"DM","F",NA,NA,NA,"S",NA,NA,NA,36,39,"7780",NA,NA
"203",119,2,22,1988,"control",11,66,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,42,"7541",NA,NA
"206",119,2,22,1988,"exclosure",15,67,"RM","F","Z",NA,NA,NA,NA,NA,NA,16,8,"7918",NA,NA
"208",119,2,22,1988,"exclosure",13,73,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,48,"5588",NA,NA
"214",119,2,22,1988,"exclosure",3,77,"PM","F","Z",NA,NA,NA,NA,NA,NA,21,27,"7985",NA,NA
"215",119,2,22,1988,"control",2,77,"DO","M",NA,NA,"S",NA,NA,NA,NA,37,61,"7757",NA,NA
"216",120,3,20,1988,"control",12,11,"DO","M",NA,NA,"R",NA,NA,NA,NA,37,52,"7553",NA,NA
"217",120,3,20,1988,"control",22,13,"DM","M",NA,NA,"R",NA,NA,NA,NA,37,47,"7706108d",NA,NA
"218",120,3,20,1988,"exclosure",19,13,"RM","M","Z",NA,NA,NA,NA,NA,NA,17,10,"7168",NA,NA
"219",120,3,20,1988,"control",12,13,"DO","M",NA,"J",NA,NA,NA,NA,NA,36,33,"7711109d",NA,NA
"220",120,3,20,1988,"control",12,14,"DO","F","Z",NA,NA,NA,NA,NA,NA,37,48,"7768",NA,NA
"221",120,3,20,1988,"control",12,16,"RM","M",NA,NA,"S",NA,NA,NA,NA,19,10,"7902",NA,NA
"222",120,3,20,1988,"control",22,17,"DO","F",NA,NA,NA,"S",NA,NA,NA,36,49,"7707",NA,NA
"224",120,3,20,1988,"control",17,17,"RM","F","Z",NA,NA,NA,NA,NA,NA,17,9,"7794",NA,NA
"225",120,3,20,1988,"control",14,22,"RM","M","Z",NA,NA,NA,NA,NA,NA,17,10,"7772",NA,NA
"226",120,3,20,1988,"exclosure",20,23,"RM","M","Z",NA,NA,NA,NA,NA,NA,17,9,"7705",NA,NA
"231",120,3,20,1988,"control",22,27,"DM","M",NA,NA,"R",NA,NA,NA,NA,38,50,"7296",NA,NA
"232",120,3,20,1988,"exclosure",20,31,"PE","M","Z",NA,NA,NA,NA,NA,NA,20,23,"7299",NA,NA
"234",120,3,20,1988,"exclosure",21,32,"RM","M","Z",NA,NA,NA,NA,NA,NA,17,13,"142",NA,NA
"236",120,3,20,1988,"control",12,33,"NA","M",NA,NA,"S",NA,NA,NA,NA,NA,232,"6836",NA,NA
"237",120,3,20,1988,"exclosure",21,37,"RM","F","Z",NA,NA,NA,NA,NA,NA,19,9,"7798",NA,NA
"238",120,3,20,1988,"control",22,37,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,48,"7295",NA,NA
"241",120,3,20,1988,"exclosure",6,46,"RM","M","Z",NA,NA,NA,NA,NA,NA,17,9,"7291",NA,NA
"243",120,3,20,1988,"control",22,51,"DS","F","Z",NA,NA,NA,NA,NA,NA,51,145,"7605103d",NA,NA
"244",120,3,20,1988,"exclosure",6,53,"OL","F",NA,NA,NA,NA,NA,"E",NA,20,39,"7962",NA,NA
"246",120,3,20,1988,"control",22,56,"DM","M",NA,NA,"R",NA,NA,NA,NA,37,44,"7708",NA,NA
"247",120,3,20,1988,"exclosure",6,57,"PE","M","Z",NA,NA,NA,NA,NA,NA,21,24,"7901",NA,NA
"248",120,3,20,1988,"control",17,57,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,9,"7993",NA,NA
"254",120,3,20,1988,"control",22,66,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,44,"7294",NA,NA
"258",120,3,20,1988,"exclosure",6,73,"RM","F","Z",NA,NA,NA,NA,NA,NA,18,8,"7710",NA,NA
"262",120,3,20,1988,"exclosure",19,77,"RF","F","Z",NA,NA,NA,NA,NA,NA,19,12,"7957",NA,NA
"263",120,3,21,1988,"control",2,11,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,43,"7253",NA,NA
"265",120,3,21,1988,"exclosure",3,12,"SH","F","Z",NA,NA,NA,NA,NA,NA,32,70,"7289",NA,NA
"269",120,3,21,1988,"exclosure",3,16,"DM","F",NA,NA,NA,"S",NA,NA,NA,37,39,"7288",NA,NA
"276",120,3,21,1988,"exclosure",3,26,"PM","F",NA,"J",NA,NA,NA,NA,NA,22,11,"7713",NA,NA
"278",120,3,21,1988,"control",11,26,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,39,"7981107d",NA,NA
"280",120,3,21,1988,"control",4,32,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,50,"7285",NA,NA
"281",120,3,21,1988,"exclosure",3,34,"OT","M",NA,NA,"S",NA,NA,NA,NA,21,29,"7179",NA,NA
"282",120,3,21,1988,"exclosure",15,34,"PE","F",NA,NA,NA,NA,"P",NA,NA,20,25,"7765",NA,NA
"283",120,3,21,1988,"control",2,35,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,26,"7966",NA,NA
"284",120,3,21,1988,"control",11,35,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,45,"7531106d",NA,NA
"287",120,3,21,1988,"exclosure",3,43,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,42,"7780",NA,NA
"290",120,3,21,1988,"control",4,51,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,50,"7715",NA,NA
"294",120,3,21,1988,"exclosure",15,57,"RM","F","Z",NA,NA,NA,NA,NA,NA,16,9,"7918",NA,NA
"296",120,3,21,1988,"exclosure",15,62,"RM","F","Z",NA,NA,NA,NA,NA,NA,18,8,"7764",NA,NA
"298",120,3,21,1988,"control",2,65,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,48,"7986",NA,NA
"299",120,3,21,1988,"control",11,67,"DO","F","Z",NA,NA,NA,NA,NA,NA,36,NA,"7718",NA,NA
"301",120,3,21,1988,"exclosure",3,72,"PM","M",NA,"J",NA,NA,NA,NA,NA,21,12,"7714",NA,NA
"302",120,3,21,1988,"control",4,72,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,44,"7625",NA,NA
"304",120,3,21,1988,"exclosure",15,72,"PE","M",NA,NA,"R",NA,NA,NA,NA,21,25,"7026",NA,NA
"305",120,3,21,1988,"exclosure",13,74,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,47,"5588",NA,NA
"310",120,3,21,1988,"exclosure",3,77,"PM","M","Z",NA,NA,NA,NA,NA,NA,21,26,"7043",NA,NA
"314",121,4,17,1988,"exclosure",19,13,"PM","M",NA,NA,"S",NA,NA,NA,NA,21,26,"7043",NA,NA
"316",121,4,17,1988,"control",22,21,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,48,"7706108d",NA,NA
"317",121,4,17,1988,"control",22,36,"DM","F",NA,"J",NA,NA,NA,NA,NA,33,24,"7276",NA,NA
"319",121,4,17,1988,"control",22,43,"DS","M","Z",NA,NA,NA,NA,NA,NA,53,118,"7278",NA,NA
"320",121,4,17,1988,"control",22,52,"DS","F",NA,NA,NA,NA,NA,"E",NA,50,138,"7605103d",NA,NA
"323",121,4,17,1988,"exclosure",19,74,"RM","F","Z",NA,NA,NA,NA,NA,NA,17,10,"7710",NA,NA
"326",121,4,18,1988,"exclosure",15,15,"SH","M",NA,NA,"S",NA,NA,NA,NA,27,72,"7271",NA,NA
"327",121,4,18,1988,"exclosure",15,16,"RM","M",NA,NA,"S",NA,NA,NA,NA,17,11,"7274",NA,NA
"329",121,4,18,1988,"exclosure",13,24,"PE","F",NA,NA,NA,NA,NA,"E",NA,21,24,"7765",NA,NA
"332",121,4,18,1988,"control",8,32,"DS","F","Z",NA,NA,NA,NA,NA,NA,53,95,"7265",NA,NA
"334",121,4,18,1988,"control",8,41,"NA","F",NA,"J",NA,NA,NA,NA,NA,30,60,"7263",NA,NA
"339",121,4,18,1988,"control",17,61,"DO","M",NA,NA,"S",NA,NA,NA,NA,36,54,"6579112d",NA,NA
"346",121,4,18,1988,"exclosure",18,72,"OT","F",NA,"J",NA,NA,NA,NA,NA,20,15,"7267",NA,NA
"348",121,4,19,1988,"exclosure",3,11,"SH","F","Z",NA,NA,NA,NA,NA,NA,30,103,"7289",NA,NA
"349",121,4,19,1988,"control",12,12,"DO","M","Z",NA,NA,NA,NA,NA,NA,36,38,"7711109d",NA,NA
"351",121,4,19,1988,"control",2,15,"DS","M",NA,NA,"R",NA,NA,NA,NA,51,128,"7147",NA,NA
"353",121,4,19,1988,"control",12,16,"DO","F",NA,NA,NA,NA,NA,"E",NA,36,53,"1000353",NA,NA
"357",121,4,19,1988,"control",2,25,"OT","F",NA,NA,NA,NA,NA,"E",NA,20,27,"7966",NA,NA
"358",121,4,19,1988,"control",11,25,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,46,"7531106d",NA,NA
"361",121,4,19,1988,"control",11,27,"SH","M","Z",NA,NA,NA,NA,NA,NA,28,68,"7258",NA,NA
"365",121,4,19,1988,"control",4,42,"OL","F",NA,"J",NA,NA,NA,NA,NA,18,12,"7255",NA,NA
"367",121,4,19,1988,"control",2,45,"PE","M",NA,NA,"S",NA,NA,NA,NA,20,26,"7156",NA,NA
"372",121,4,19,1988,"control",4,55,"PF","F","Z",NA,NA,NA,NA,NA,NA,12,8,"2115d",NA,NA
"374",121,4,19,1988,"control",4,62,"OL","F",NA,"J",NA,NA,NA,NA,NA,18,12,"7261",NA,NA
"375",121,4,19,1988,"exclosure",3,66,"PE","M",NA,NA,"R",NA,NA,NA,NA,21,27,"7948",NA,NA
"378",121,4,19,1988,"control",12,72,"DM","F",NA,NA,NA,NA,NA,"E",NA,37,43,"7994",NA,NA
"382",121,4,19,1988,"exclosure",3,76,"RM","M",NA,NA,"S",NA,NA,NA,NA,17,11,"7284",NA,NA
"386",122,5,14,1988,"exclosure",20,13,"PM","M",NA,NA,"S",NA,NA,NA,NA,21,23,"7723",NA,NA
"391",122,5,14,1988,"exclosure",6,25,"DM","F",NA,NA,NA,"S",NA,NA,NA,36,44,"7075102d",NA,NA
"393",122,5,14,1988,"control",12,31,"DO","M",NA,"J",NA,NA,NA,NA,NA,36,43,"7711109d",NA,NA
"398",122,5,14,1988,"control",22,52,"DS","M",NA,NA,"S",NA,NA,NA,NA,53,118,"7278",NA,NA
"401",122,5,14,1988,"exclosure",20,62,"PE","F",NA,"J",NA,NA,NA,NA,NA,20,14,"7724",NA,NA
"403",122,5,14,1988,"control",17,66,"SH","M","Z",NA,NA,NA,NA,NA,NA,26,96,"7258",NA,NA
"404",122,5,14,1988,"exclosure",6,66,"DM","M",NA,"J",NA,NA,NA,NA,NA,37,32,"7727",NA,NA
"408",122,5,14,1988,"exclosure",6,76,"PE","F",NA,NA,NA,NA,NA,"E",NA,21,22,"7726",NA,NA
"411",122,5,15,1988,"exclosure",3,12,"SH","F","Z",NA,NA,NA,NA,NA,NA,27,108,"7289",NA,NA
"417",122,5,15,1988,"control",11,24,"DM","M",NA,"J",NA,NA,NA,NA,NA,32,26,"7853",NA,NA
"419",122,5,15,1988,"control",11,26,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,39,"7981107d",NA,NA
"421",122,5,15,1988,"control",8,27,"DO","F","Z",NA,NA,NA,NA,NA,NA,36,35,"7736",NA,NA
"423",122,5,15,1988,"control",11,34,"DM","M",NA,NA,"S",NA,NA,NA,NA,39,47,"7531106d",NA,NA
"429",122,5,15,1988,"exclosure",3,43,"PP","F",NA,NA,NA,NA,NA,"E",NA,24,24,"4121d",NA,NA
"431",122,5,15,1988,"control",11,45,"DM","M",NA,"J",NA,NA,NA,NA,NA,36,25,"7733123d",NA,NA
"437",122,5,15,1988,"control",2,55,"OT","F",NA,NA,NA,NA,NA,"E",NA,20,30,"7966",NA,NA
"438",122,5,15,1988,"control",8,61,"NA","F",NA,NA,NA,NA,NA,"E",NA,33,178,"7029",NA,NA
"443",122,5,15,1988,"control",4,66,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,45,"7852",NA,NA
"444",122,5,15,1988,"exclosure",15,67,"OT","M",NA,NA,"M",NA,NA,NA,NA,21,25,"7738",NA,NA
"448",122,5,15,1988,"control",2,76,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,48,"7986",NA,NA
"450",123,6,11,1988,"control",12,12,"DO","M",NA,NA,"M",NA,NA,NA,NA,37,44,"7711109d",NA,NA
"451",123,6,11,1988,"exclosure",19,13,"OT","M",NA,NA,"S",NA,NA,NA,NA,21,23,"8504",NA,NA
"452",123,6,11,1988,"control",17,16,"DO","M",NA,"J",NA,NA,NA,NA,NA,37,24,"8585",NA,NA
"454",123,6,11,1988,"exclosure",20,21,"NA","M","Z",NA,NA,NA,NA,NA,NA,34,126,"7202",NA,NA
"462",123,6,11,1988,"control",22,41,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,46,"7706108d",NA,NA
"464",123,6,11,1988,"exclosure",18,43,"PM","F",NA,NA,NA,NA,NA,"E",NA,21,26,"7201",NA,NA
